occurenceID,subspecies,decimalLatitude,decimalLongitude
ICN-36812,venezuelae,10.36666667,-72.89722222
ICN-36856,venezuelae,10.36666667,-72.89722222
ICN-37088,venezuelae,10.34972222,-72.93305556
ICN-37094,venezuelae,10.36388889,-72.94722222
