 ,Area(black),Mean(black),Min(black),Max(black),Area(white),Mean(white),Min(white),Max(white),Area(nuca),Mean(nuca),Min(nuca),Max(nuca),Area(DorsoA),Mean(DorsoA),Min(DorsoA),Max(DorsoA),Area(DorsoM),Mean(DorsoM),Min(DorsoM),Max(DorsoM),Area(DorsoB),Mean(DorsoB),Min(DorsoB),Max(DorsoB),Area(CobA),Mean(CobA),Min(CobA),Max(CobA)
1,1444,3.407,0,6,3604,255,255,255,29392,80.521,17,106,51652,84.962,20,90,281562,70.824,21,88,6512,75.651,56,90,9543,87.413,43,91
2,1444,6.909,1,11,3604,255,255,255,29392,142.752,89,156,51652,126.723,97,136,281562,131.56,64,150,6512,124.34,91,138,9543,139.21,106,148
3,1444,12.109,0,13,3604,255,255,255,29392,215.543,108,222,51652,187.115,93,204,281562,176.965,82,225,6512,187.652,142,200,9543,189.09,154,192
4,1444,1.787,0,5,3604,254.949,254,255,29392,125.601,64,158,51652,138.787,35,168,281562,145.272,35,192,6512,123.884,89,164,9543,133.47,112,170
